time stamp,Domain tested,percent http10, percent http2,percent http1.1,percent http3,percent connection error,time elapsed,tls1.0 enabled,tls1.1 enabled,tls1.2 enabled,tls1.3 enabled,cloudflare,cloudflare ipv4,cloudflare ipv6,fastlyprobe,fastlyprobe ipv4,fastlyprobe ipv6,Stackpath enabled,dualstack,total ipv4,total ipv6,dns_any enabled,Digicert Certificate Usage,Comodo Certificate Usage,Let's Encrypt Usage
2022-04-18 01:22:14,705,3.12%,79.57%,98.72%,17.73%,1.56%,247.98s,45.53%,49.08%,96.03%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.79%,0.43%,8.79%
2022-04-18 07:26:30,705,3.12%,79.57%,98.44%,17.73%,1.84%,251.25s,45.96%,48.94%,95.89%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.36%,28.79%,0.43%,8.79%
2022-04-18 13:30:47,705,3.12%,79.57%,98.72%,17.59%,1.99%,252.15s,45.67%,48.79%,96.03%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.36%,28.94%,0.43%,8.79%
2022-04-18 19:35:02,705,2.98%,79.29%,98.58%,17.59%,1.42%,250.10s,45.53%,49.22%,95.89%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.65%,0.43%,8.79%
2022-04-19 01:39:29,705,2.98%,79.15%,98.44%,17.73%,1.99%,262.14s,45.39%,48.79%,95.60%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.51%,0.43%,8.79%
2022-04-19 07:43:46,705,3.12%,79.72%,98.58%,17.59%,1.70%,252.09s,45.39%,48.94%,95.32%,63.26%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.79%,0.43%,8.79%
2022-04-19 13:48:44,705,3.12%,79.57%,98.16%,17.59%,1.70%,292.68s,45.39%,48.51%,95.46%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.72%,25.67%,69.08%,28.65%,0.43%,8.79%
2022-04-19 19:53:02,705,3.12%,79.43%,98.44%,18.01%,1.42%,253.26s,45.25%,48.94%,95.60%,63.26%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.65%,0.43%,8.79%
2022-04-20 01:57:43,705,3.12%,79.43%,98.58%,18.16%,1.70%,275.81s,45.82%,49.36%,96.03%,63.26%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.79%,0.43%,8.79%
2022-04-20 08:01:58,705,3.12%,79.43%,98.30%,18.72%,1.42%,249.53s,45.53%,48.65%,95.60%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.65%,0.43%,8.79%
2022-04-20 14:06:13,705,2.98%,79.01%,98.58%,18.87%,1.56%,250.01s,45.67%,49.22%,95.89%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.79%,0.43%,8.79%
2022-04-20 20:10:23,705,3.12%,79.43%,98.72%,19.15%,1.42%,245.11s,45.53%,48.94%,95.74%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.79%,0.43%,8.79%
2022-04-21 02:14:38,705,2.98%,79.29%,98.44%,19.29%,1.28%,249.92s,45.39%,49.08%,95.89%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.08%,28.79%,0.43%,8.79%
2022-04-21 08:19:00,705,3.12%,79.15%,98.44%,19.01%,1.56%,257.39s,45.25%,49.08%,95.89%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.51%,0.43%,8.79%
2022-04-21 14:23:35,705,3.12%,78.87%,98.30%,19.15%,2.13%,269.46s,44.82%,48.37%,95.46%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.08%,28.65%,0.43%,8.79%
2022-04-21 20:27:43,705,3.12%,79.57%,98.58%,19.29%,1.28%,243.25s,45.53%,48.65%,95.74%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.65%,0.43%,8.79%
2022-04-22 02:31:55,705,3.12%,78.87%,98.58%,19.15%,1.56%,247.53s,45.67%,48.94%,95.74%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.65%,0.43%,8.79%
2022-04-22 08:36:09,705,3.12%,79.43%,98.44%,19.15%,1.42%,249.69s,45.39%,48.79%,95.74%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.51%,0.43%,8.79%
2022-04-22 14:40:42,705,3.12%,79.29%,98.01%,19.29%,2.27%,268.24s,44.68%,48.37%,95.60%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.79%,0.43%,8.79%
2022-04-22 20:44:50,705,3.12%,79.43%,98.72%,19.15%,1.28%,242.20s,45.53%,48.79%,96.03%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.79%,0.43%,8.79%
2022-04-23 02:49:00,705,3.12%,79.57%,98.58%,19.15%,1.42%,245.67s,45.67%,49.08%,95.89%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.50%,28.51%,0.43%,8.79%
2022-04-23 08:53:13,705,3.12%,79.43%,98.30%,19.29%,1.56%,247.79s,45.25%,48.65%,96.03%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.65%,0.43%,8.79%
2022-04-23 14:57:26,705,3.12%,79.57%,98.58%,19.29%,1.56%,248.85s,45.53%,48.79%,95.89%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.72%,25.67%,69.50%,28.65%,0.43%,8.79%
2022-04-23 21:01:35,705,3.12%,79.01%,98.44%,19.15%,1.70%,243.71s,45.82%,48.94%,95.74%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.65%,0.43%,8.79%
2022-04-24 03:05:46,705,2.84%,79.57%,98.72%,19.29%,1.28%,247.16s,45.11%,49.08%,96.03%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.36%,28.65%,0.43%,8.79%
2022-04-24 09:10:02,705,2.98%,79.29%,98.16%,19.15%,1.99%,251.47s,45.67%,48.79%,95.46%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.57%,25.67%,69.36%,28.65%,0.43%,8.79%
2022-04-24 15:14:29,705,3.12%,79.57%,98.16%,19.29%,1.84%,262.04s,45.39%,48.79%,95.74%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.72%,25.82%,69.36%,28.79%,0.43%,8.79%
2022-04-24 21:18:39,705,2.98%,79.43%,98.72%,19.15%,1.42%,244.42s,45.67%,49.08%,96.03%,63.40%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.50%,28.79%,0.43%,8.79%
2022-04-25 03:22:45,705,3.12%,79.57%,98.58%,19.29%,1.42%,242.12s,45.53%,49.08%,95.89%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.50%,28.79%,0.43%,8.79%
2022-04-25 09:27:02,705,3.12%,79.43%,98.58%,19.15%,1.70%,252.27s,45.25%,48.51%,95.89%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,100.00%,25.82%,69.50%,28.79%,0.43%,8.79%
2022-04-25 15:31:24,705,3.12%,79.57%,98.58%,19.43%,1.42%,256.55s,45.25%,48.65%,95.60%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,100.00%,25.82%,69.50%,28.79%,0.43%,8.79%
2022-04-25 21:35:35,705,3.12%,79.29%,98.58%,19.29%,1.84%,246.66s,45.53%,49.08%,96.03%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.36%,28.79%,0.43%,8.79%
2022-04-26 03:39:57,705,3.12%,79.15%,98.16%,19.15%,1.99%,257.51s,45.39%,48.79%,95.74%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.36%,28.79%,0.43%,8.65%
2022-04-26 09:44:14,705,3.12%,79.01%,98.30%,19.15%,1.84%,252.22s,45.39%,48.65%,95.89%,64.26%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.36%,28.65%,0.43%,8.65%
2022-04-26 15:48:36,705,2.84%,79.29%,98.58%,19.15%,1.70%,257.18s,45.25%,48.79%,96.03%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.36%,28.65%,0.43%,8.65%
2022-04-26 21:52:48,705,2.98%,79.57%,98.30%,19.01%,1.70%,246.65s,45.25%,49.08%,95.74%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.65%,0.43%,8.65%
2022-04-27 03:56:59,705,2.98%,79.01%,98.44%,19.01%,1.70%,246.90s,45.82%,48.94%,95.74%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.79%,0.43%,8.65%
2022-04-27 10:01:10,705,2.98%,79.43%,98.44%,19.15%,1.42%,245.71s,45.11%,48.94%,96.17%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.51%,0.43%,8.65%
2022-04-27 16:05:29,705,2.98%,79.15%,98.44%,19.01%,1.70%,254.73s,45.25%,48.51%,95.60%,63.69%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.65%,0.43%,8.51%
2022-04-27 22:09:42,705,2.98%,79.15%,98.72%,19.01%,1.42%,247.52s,45.11%,48.79%,96.17%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.79%,0.43%,8.51%
2022-04-28 04:13:52,705,2.98%,79.29%,98.44%,19.01%,1.42%,246.08s,45.39%,48.94%,95.46%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.65%,0.43%,8.37%
2022-04-28 10:18:10,705,2.98%,79.43%,98.58%,19.01%,1.84%,252.70s,45.53%,48.79%,95.89%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.65%,0.43%,8.51%
2022-04-28 16:22:30,705,2.98%,79.01%,98.58%,19.15%,1.84%,254.73s,44.82%,48.09%,95.46%,63.12%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.65%,0.43%,8.65%
2022-04-28 22:26:59,705,2.98%,79.29%,98.30%,19.01%,1.84%,263.95s,45.39%,48.79%,95.89%,64.26%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.65%,0.43%,8.65%
2022-04-29 04:31:07,705,2.98%,79.43%,98.87%,19.29%,1.56%,243.91s,45.39%,48.65%,95.89%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,69.50%,28.79%,0.43%,8.65%
2022-04-29 10:35:18,705,2.98%,79.72%,98.58%,19.29%,1.42%,246.31s,45.53%,48.79%,95.74%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,100.00%,25.82%,69.36%,28.79%,0.43%,8.51%
2022-04-29 16:39:33,705,2.98%,79.43%,98.72%,19.43%,1.84%,250.02s,45.53%,48.65%,95.74%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,100.00%,25.82%,69.36%,28.65%,0.43%,8.51%
2022-04-29 22:43:44,705,2.98%,79.15%,98.72%,19.43%,1.70%,246.33s,45.67%,48.79%,95.74%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,100.00%,25.82%,69.36%,28.65%,0.43%,8.51%
2022-04-30 04:47:54,705,2.98%,79.29%,98.72%,19.43%,1.70%,245.56s,45.39%,48.79%,96.03%,64.11%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.08%,28.65%,0.43%,8.51%
2022-04-30 10:52:06,705,2.98%,79.57%,98.72%,18.87%,1.70%,246.93s,45.53%,48.37%,96.03%,64.40%,14.47%,4.54%,9.93%,6.95%,5.39%,1.56%,0.00%,25.82%,100.00%,25.82%,68.94%,28.51%,0.43%,8.51%
2022-04-30 16:56:20,705,2.98%,79.57%,98.58%,18.87%,1.42%,249.28s,45.25%,48.79%,95.74%,63.97%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,68.94%,28.51%,0.43%,8.51%
2022-04-30 23:00:27,705,2.98%,79.43%,98.72%,19.01%,1.70%,242.03s,45.53%,49.08%,95.89%,63.83%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,100.00%,25.67%,68.94%,28.51%,0.43%,8.51%
2022-05-01 05:04:39,705,2.98%,79.43%,98.87%,19.15%,1.70%,247.46s,45.53%,48.65%,95.89%,63.83%,14.47%,4.54%,9.93%,6.95%,5.39%,1.56%,0.00%,25.82%,100.00%,25.82%,69.36%,28.65%,0.43%,8.51%
2022-05-01 11:08:49,705,2.98%,79.29%,98.44%,18.87%,1.84%,245.36s,45.39%,48.79%,95.74%,64.11%,14.47%,4.54%,9.93%,6.95%,5.39%,1.56%,0.00%,25.67%,100.00%,25.67%,69.36%,28.51%,0.43%,8.51%
2022-05-01 17:13:12,705,2.98%,78.44%,98.01%,19.01%,2.70%,258.62s,45.25%,48.37%,95.18%,63.40%,14.47%,4.54%,9.93%,6.95%,5.39%,1.56%,0.00%,25.67%,99.86%,25.67%,69.36%,28.37%,0.43%,8.51%
2022-05-01 23:17:43,705,2.98%,79.15%,97.73%,19.01%,2.70%,265.88s,45.11%,48.65%,95.32%,63.55%,14.33%,4.40%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.72%,25.67%,69.50%,28.37%,0.43%,8.37%
2022-05-02 05:21:54,705,3.12%,79.29%,98.44%,18.87%,1.99%,246.66s,45.25%,48.79%,95.74%,63.83%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.86%,25.67%,69.50%,28.37%,0.43%,8.65%
2022-05-02 11:26:08,705,3.12%,79.01%,98.44%,18.72%,1.84%,248.96s,45.39%,48.51%,95.89%,64.26%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.86%,25.82%,69.50%,28.51%,0.43%,8.65%
2022-05-02 17:30:23,705,3.12%,79.29%,98.16%,19.01%,2.13%,249.99s,45.11%,48.51%,95.74%,63.69%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.96%,99.72%,25.96%,69.36%,28.37%,0.43%,8.65%
2022-05-02 23:34:36,705,3.12%,79.57%,98.44%,18.87%,1.70%,248.12s,44.96%,48.51%,95.89%,64.11%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.72%,25.82%,69.36%,28.37%,0.43%,8.65%
2022-05-03 05:38:46,705,2.98%,79.29%,98.58%,19.01%,1.56%,245.86s,45.11%,48.65%,95.89%,64.11%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.82%,99.72%,25.82%,69.36%,28.23%,0.43%,8.65%
2022-05-03 11:42:58,705,3.12%,79.29%,98.44%,18.72%,1.56%,247.61s,44.96%,48.51%,95.46%,63.97%,14.18%,4.26%,9.93%,7.09%,5.53%,1.56%,0.00%,25.67%,99.72%,25.67%,69.22%,28.23%,0.43%,8.65%
2022-05-03 17:47:11,705,2.98%,79.15%,98.58%,18.72%,1.99%,247.09s,44.96%,48.51%,95.60%,63.83%,14.18%,4.26%,9.93%,7.09%,5.39%,1.70%,0.00%,26.10%,99.86%,26.10%,69.36%,28.37%,0.43%,8.65%
2022-05-03 23:51:38,705,3.12%,79.29%,98.58%,19.01%,1.84%,263.09s,45.11%,48.51%,95.89%,64.11%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.96%,99.86%,25.96%,69.36%,28.37%,0.43%,8.65%
2022-05-04 05:55:50,705,3.12%,79.43%,98.58%,18.87%,1.99%,247.26s,45.25%,48.23%,95.74%,63.97%,14.18%,4.26%,9.93%,7.09%,5.39%,1.70%,0.00%,25.96%,99.86%,25.96%,69.36%,28.37%,0.43%,8.65%
2022-05-04 12:00:03,705,3.12%,79.29%,98.44%,18.58%,2.13%,248.29s,44.96%,48.23%,95.74%,64.40%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.72%,25.82%,69.36%,28.23%,0.43%,8.79%
2022-05-04 18:04:18,705,3.12%,79.15%,98.44%,18.87%,2.55%,248.92s,44.96%,48.23%,95.60%,63.97%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.72%,25.82%,69.36%,28.37%,0.43%,8.65%
2022-05-05 00:08:33,705,3.12%,79.29%,98.44%,18.58%,1.70%,250.23s,44.96%,48.23%,95.46%,63.55%,14.18%,4.26%,9.93%,7.09%,5.39%,1.70%,0.00%,25.82%,99.72%,25.82%,69.36%,28.37%,0.43%,8.65%
2022-05-05 06:13:02,705,3.12%,79.01%,98.44%,18.87%,2.13%,264.47s,45.11%,48.23%,94.61%,64.26%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.96%,99.86%,25.96%,68.94%,28.37%,0.43%,8.51%
2022-05-05 12:17:49,705,3.12%,78.44%,96.88%,18.87%,3.83%,282.03s,43.69%,47.66%,94.18%,64.11%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.96%,99.43%,25.96%,68.94%,27.38%,0.43%,8.65%
2022-05-05 18:22:04,705,3.12%,79.29%,98.58%,18.72%,2.27%,250.58s,45.25%,48.37%,95.60%,63.69%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.86%,25.82%,68.94%,28.37%,0.43%,8.65%
2022-05-06 00:26:15,705,3.12%,79.29%,98.72%,18.87%,1.56%,246.39s,45.53%,48.65%,95.74%,63.83%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.96%,99.86%,25.96%,69.36%,28.37%,0.43%,8.65%
2022-05-06 06:30:26,705,3.12%,79.29%,98.44%,18.58%,1.84%,245.79s,45.67%,48.94%,95.74%,63.97%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.72%,25.82%,69.36%,28.51%,0.43%,8.65%
2022-05-06 12:34:53,705,3.12%,79.43%,98.44%,18.58%,2.27%,262.18s,45.53%,48.79%,95.32%,63.83%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.72%,25.82%,69.36%,28.51%,0.43%,8.65%
2022-05-06 18:39:14,705,2.98%,79.15%,98.58%,18.87%,1.70%,256.85s,45.25%,48.65%,95.60%,63.97%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.96%,99.86%,25.96%,69.36%,28.37%,0.43%,8.65%
2022-05-07 00:43:45,705,3.12%,79.29%,98.58%,18.58%,1.99%,265.81s,45.39%,48.65%,95.32%,63.69%,14.33%,4.40%,9.93%,6.95%,5.25%,1.70%,0.00%,25.82%,99.86%,25.82%,69.36%,28.23%,0.43%,8.65%
